,Time,Tweet,Favorites,Retweets
86,2019-06-03 18:37:30,"RT @Environment4Ch1: What are we proposing at @Environment4Ch1?\n\n\n\nEnsuring, enabling and empowering the entire global community to creati",0,1
87,2019-06-03 18:34:47,"What are we proposing at @Environment4Ch1?\n\n\n\nEnsuring, enabling and empowering the entire global community to cre https://t.co/PznPhHHzuO",1,1
88,2019-06-03 17:18:40,Reposted from least.waste  -  It's super simple and super powerful.\nCan you better this?\n.\n.\n.\n..\n.\n.\n.\n.\n. https://t.co/UoP7nIHVFs,0,0
89,2019-06-03 12:41:55,"Its lush, timeless landscapes like these that I get truly inspired by and these beautiful landscapes are what Im https://t.co/PmYr69Flwp",2,0
90,2019-06-03 12:29:10,"RT @TangentialSoup: Ep 210 Out Now! This week Alex and David talk about Game of Thrones coffee, zero-waste lifestyle and general knowledge",0,4
91,2019-06-03 12:29:00,"RT @TangentialSoup: Ep 210 Out Now! This week Alex and David talk about Game of Thrones coffee, zero-waste lifestyle and general knowledge",0,4
92,2019-06-03 12:28:50,"RT @TangentialSoup: Ep 210 Out Now! This week Alex and David talk about Game of Thrones coffee, zero-waste lifestyle and general knowledge",0,4
93,2019-06-03 12:28:42,"RT @TangentialSoup: Ep 210 Out Now! This week Alex and David talk about Game of Thrones coffee, zero-waste lifestyle and general knowledge",0,4
94,2019-06-03 12:28:01,"Ep 210 Out Now! This week Alex and David talk about Game of Thrones coffee, zero-waste lifestyle and general knowle https://t.co/iuGfmh81jU",1,4
95,2019-06-03 10:15:03,#REFUSE #SUP #singleuseplastic #REDUCE #tetrapacks #REUSE\n#CardboardBox #RECYCLE #Wetwaste #wastesegregation #4rs https://t.co/bmHxeLDuDq,0,0
96,2019-06-03 00:00:01,Bring your lunch to work with the trendy @soyoungph Lunch Bag! Available online at https://t.co/TSUxjgehqg! https://t.co/TSFlyzd76C,1,0
97,2019-06-02 18:01:58,RT @maisonbelmont: No plastic water bottles for us. Double-filtered fresh water replenished daily for all of our guest rooms https://t.co/6,0,2
98,2019-06-02 18:01:45,It's Sunday Funday! Our herb box is ready to go for a season full of infused-water recipes. Strawberry-Basil is one https://t.co/nETnGENYY6,1,0
99,2019-06-02 13:38:05,#SubscriptionBoxes can be incredibly wasteful. There are #ecofriendly versions out there. But if you're not able to https://t.co/0y3qGJ434l,1,0
