,Time,Tweet,Favorites,Retweets
58,2019-06-05 17:13:11,"RT @StratMaterials: Glass is 100% &amp; endlessly recyclable, inert, ocean-friendly, saves energy &amp; reduces CO2 emissions in the production of",0,6
59,2019-06-05 17:11:58,"RT @ChooseGlass: According to Popular Science, sipping from a #glass bottle is best packaging for a ""pure, unaltered taste."" Here\'s why. #C",0,2
60,2019-06-05 17:11:23,"Glass is 100% &amp; endlessly recyclable, inert, ocean-friendly, saves energy &amp; reduces CO2 emissions in the production https://t.co/42MC7FXufc",14,6
61,2019-06-05 17:11:00,Taking a moment on #WorldEnvironmentDay to appreciate the beauty of our ocean. Here's to keeping them clean and he https://t.co/0x5tFllv9T,1,0
62,2019-06-05 17:02:35,RT @Consol_Glass: Here's something we all should remember on #WorldEnvironmentDay. Switching to glass is one of the simplest ways to do you,0,28
63,2019-06-05 16:39:06,"According to Popular Science, sipping from a #glass bottle is best packaging for a ""pure, unaltered taste."" Here\'s https://t.co/vwKJmbWoht",4,2
64,2019-06-05 16:22:29,RT @Consol_Glass: Here's something we all should remember on #WorldEnvironmentDay. Switching to glass is one of the simplest ways to do you,0,28
65,2019-06-05 14:31:34,#Chooseglass this #WorldEnvironmentDay  #planetorplastic https://t.co/68TSr5aDqy,0,0
66,2019-06-05 14:07:08,RT @Consol_Glass: Here's something we all should remember on #WorldEnvironmentDay. Switching to glass is one of the simplest ways to do you,0,28
67,2019-06-05 14:02:56,RT @Consol_Glass: Here's something we all should remember on #WorldEnvironmentDay. Switching to glass is one of the simplest ways to do you,0,28
68,2019-06-05 13:08:22,"Food &amp; beverage manufacturers turn to #glass packaging as a safe, sustainable, premium &amp; transparent option. https://t.co/wJn1cCNV8X",5,1
69,2019-06-05 12:23:38,Here's something we all should remember on #WorldEnvironmentDay. Switching to glass is one of the simplest ways to https://t.co/oFX8yt8gGt,253,28
70,2019-06-05 09:09:36,"RT @BeStrawesome: #PlasticSucks, is about bringing awareness to the dangers of plastics and offering a solution for types of plastics that",0,2
71,2019-06-05 07:20:12,"RT @ChooseGlass: Recycled glass can be substituted for up to 95% of raw materials to make new #glass bottles  helping to reduce emissions,",0,7
72,2019-06-05 05:08:24,"RT @ChooseGlass: Recycled glass can be substituted for up to 95% of raw materials to make new #glass bottles  helping to reduce emissions,",0,7
73,2019-06-04 23:27:53,"RT @ChooseGlass: Recycled glass can be substituted for up to 95% of raw materials to make new #glass bottles  helping to reduce emissions,",0,7
74,2019-06-04 21:36:32,"RT @ChooseGlass: Recycled glass can be substituted for up to 95% of raw materials to make new #glass bottles  helping to reduce emissions,",0,7
75,2019-06-04 19:22:35,"RT @ChooseGlass: Recycled glass can be substituted for up to 95% of raw materials to make new #glass bottles  helping to reduce emissions,",0,7
76,2019-06-04 18:35:57,"Every bottle counts! You are making a difference with each bottle and jar you toss into the purple bins. Thank you, https://t.co/bb0eJTw2Tv",2,0
77,2019-06-04 18:26:01,Recycled glass can be substituted for up to 95% of raw materials to make new #glass bottles  helping to reduce emi https://t.co/KgPifQOsFv,12,7
78,2019-06-04 16:02:25,"RT @FriendsGlassUK: In the run up to World Ocean Day this weekend, why not help make a change by using an ocean friendly packaging material",0,1
79,2019-06-04 15:13:35,"RT @BeStrawesome: #PlasticSucks, is about bringing awareness to the dangers of plastics and offering a solution for types of plastics that",0,2
80,2019-06-04 14:42:44,RT @URMltd: #Recycle #chooseglass #glass #recycling #bottlebanks #SaveOurPlanet https://t.co/RkqsN4N6Bv,0,1
81,2019-06-04 14:28:02,"#PlasticSucks, is about bringing awareness to the dangers of plastics and offering a solution for types of plastics https://t.co/9TXtHqxTWZ",2,2
82,2019-06-04 13:45:35,"RT @rippleglass: ""Glass stands out as the clear winner. Not only is glass more environmentally friendly than plastic, but the FDA has widel",0,1
83,2019-06-04 09:42:04,#Recycle #chooseglass #glass #recycling #bottlebanks #SaveOurPlanet https://t.co/RkqsN4N6Bv,2,1
84,2019-06-04 07:56:21,"In the run up to World Ocean Day this weekend, why not help make a change by using an ocean friendly packaging mate https://t.co/QihwkbLqcU",6,1
85,2019-06-03 20:13:22,"RT @ChooseGlass: Transparent, pure #glass bottles &amp; jars are consumers choice for everyday experiences, special occasions and celebrations",0,1
86,2019-06-03 18:26:01,"Transparent, pure #glass bottles &amp; jars are consumers choice for everyday experiences, special occasions and celeb https://t.co/352p2N5Xfe",3,1
87,2019-06-03 17:00:01,"Glass stands out as the clear winner. Not only is glass more environmentally friendly than plastic, but the FDA ha https://t.co/U6U4wWMUiE",5,1
88,2019-06-03 14:07:22,Glass is the ultimate reusable packaging material - it's inert so it won't leach any chemicals into your food no ma https://t.co/VcDavxrUM8,1,0
89,2019-06-03 13:01:29,Never underestimate the power of #glass packaging! #ChooseGlass https://t.co/UJwW5blM09,7,0
90,2019-06-03 12:51:47,"RT @ChooseGlass: Glass is naturally inert and non-porous, so products packaged in a #glass bottle or jar are guaranteed to ensure taste &amp; f",0,6
91,2019-06-02 14:42:43,"RT @FriendsGlassUK: #WednesdayWisdom Did you know that #glass bottles and jars are naturally free from any additives, which means it keeps",0,5
92,2019-06-02 07:11:22,"RT @FriendsGlassUK: #WednesdayWisdom Did you know that #glass bottles and jars are naturally free from any additives, which means it keeps",0,5
93,2019-06-02 07:11:09,"RT @ChooseGlass: Glass is naturally inert and non-porous, so products packaged in a #glass bottle or jar are guaranteed to ensure taste &amp; f",0,6
94,2019-06-01 10:42:23,"RT @ChooseGlass: Choosing glass packaging for food and beverages, reuse and home storage helps reduce the more than 8 million metric tons o",0,2
95,2019-05-31 23:21:49,"RT @ChooseGlass: Choosing glass packaging for food and beverages, reuse and home storage helps reduce the more than 8 million metric tons o",0,2
