,Time,Tweet,Favorites,Retweets,Sentiment,Category1,Category2,Category3,keyPhrases
0,2019-06-20 13:15:00,Earrings/Earrings In A Bottle/Glass Bottle with Cork Top/Pink Matte Glass Pearls/Czech Crystals/Blue Cobalt Czech C https://t.co/M0a8ZTgYFC,0,0,0.5,,,,"['Glass Bottle', 'Czech Crystals', 'Earrings', 'Pink Matte Glass Pearls', 'Blue Cobalt Czech C', 'Cork']"
